,Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
112,274,800,D,12,1000.0,27.9,UnSecured,46,8,54,H,Y,1,M,M,140,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,195000,65813,85478,839,0,D,57,79,0,0,99,0,2,0,0,1,3,N,0,79,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
113,277,865,B,60,5000.0,14.9,UnSecured,47,8,36,H,Y,1,M,F,24,G,F,P,5,FALS,FALSE,FALSE,FALSE,FALSE,FALS,TRUE  ,0,125000,113434,116193,741,5,C,30,115,0,0,99,0,1,0,0,3,0,N,0,28,9,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
114,282,826,C,36,2200.0,23.9,UnSecured,16,3,35,H,Y,0,D,M,132,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,288,165000,99631,105393,858,0,D,43,101,0,0,99,0,2,2,0,1,0,N,0,58,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
115,284,901,A,60,5000.0,12.9,UnSecured,41,7,48,T,Y,0,D,F,48,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,60,120000,0,17934,147,0,D,53,0,0,0,99,0,1,0,0,2,4,N,0,180,7,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
116,287,802,D,18,1000.0,30.9,UnSecured,39,6,12,T,Y,4,S,F,2,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,48,120000,0,0,0,5,D,36,0,0,0,99,10,0,0,0,1,4,N,0,1,2,N,99,Joint                     ,1,721.0,1st Cust - LASU / 2nd Cust - LASCI,Joint,0,1,0
117,289,1035,X,60,8000.0,7.9,UnSecured,46,8,256,H,Y,0,M,M,126,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,196,100000,69245,97574,1047,0,D,54,71,0,0,99,3,0,0,0,1,28,N,0,284,9,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
118,293,734,O,36,1000.0,44.9,UnSecured,23,4,192,H,Y,0,D,F,5,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,120000,45830,46896,332,0,D,52,47,0,0,99,384,3,2,1,2,0,N,0,11,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
120,295,971,X,60,7000.0,9.9,UnSecured,46,8,312,T,Y,0,D,F,207,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,120000,0,23557,549,0,D,57,0,0,0,99,0,0,0,0,1,15,N,0,236,6,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
121,301,757,F,30,2000.0,44.9,UnSecured,40,6,288,T,Y,1,M,M,12,G,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,120000,0,102,39,5,D,52,0,0,0,99,219,0,0,0,1,5,N,0,2,1,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
122,303,902,A,60,8000.0,9.9,UnSecured,43,7,1,H,Y,3,M,M,42,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,93000,105000,2693,5,5,D,42,0,0,0,99,30,2,1,0,3,0,N,0,27,6,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
123,308,973,X,48,6000.0,11.9,UnSecured,45,8,384,H,Y,1,M,M,60,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,233000,112950,112950,493,5,D,68,114,1,117,47,10,0,0,0,1,25,N,0,0,1,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
124,311,851,B,60,7000.0,20.9,UnSecured,23,4,34,H,Y,1,M,F,48,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,160000,81690,86149,542,5,D,43,83,0,0,99,2,0,0,0,3,2,N,0,45,6,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
125,312,971,X,60,7650.0,8.9,UnSecured,15,3,108,T,Y,0,D,M,226,S,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,274,120000,0,188,0,0,D,55,0,0,0,99,0,0,0,0,2,9,N,0,2,4,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
126,315,847,B,60,2000.0,23.9,UnSecured,16,3,237,H,Y,0,M,M,309,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,326,225000,146413,170348,891,4,D,59,148,0,0,99,0,2,0,0,2,16,N,0,240,9,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
128,319,855,B,60,5000.0,14.9,UnSecured,0,1,4,H,N,0,S,M,46,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,42,180000,180000,8515,337,0,D,30,0,0,0,99,0,0,0,0,4,0,N,0,86,7,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
131,326,896,A,60,5000.0,12.0,UnSecured,23,4,3,H,Y,2,M,M,46,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,156,200000,106196,107488,695,5,D,35,108,0,0,99,0,0,0,0,3,0,N,0,13,8,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
132,327,968,X,60,5000.0,9.9,UnSecured,42,7,280,T,Y,0,M,M,353,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,197,120000,0,10717,131,0,D,53,0,0,0,99,0,0,0,0,1,21,N,0,108,5,N,99,Single                    ,1,717.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
133,328,880,A,36,1000.0,20.9,UnSecured,11,2,84,H,Y,0,S,F,18,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,126000,69666,78029,593,0,D,37,71,0,0,99,0,1,1,0,1,5,N,0,84,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
134,329,750,F,36,3000.0,40.9,UnSecured,42,7,264,L,Y,0,S,M,38,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,120000,0,355,0,0,D,32,0,0,0,99,12,0,0,0,3,0,N,0,4,2,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
135,330,791,D,60,5000.0,21.9,UnSecured,47,8,84,H,Y,0,D,F,98,S,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,12,94000,42717,53200,769,0,D,62,44,0,0,99,0,1,1,0,1,2,N,0,105,7,N,99,Single                    ,1,720.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
137,335,936,A,36,1250.0,22.9,UnSecured,22,4,480,H,Y,0,M,M,48,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,160000,39129,39542,721,5,D,63,41,0,0,99,0,1,0,0,3,17,N,0,5,3,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
139,340,887,A,22,1000.0,22.9,UnSecured,43,7,74,H,Y,1,W,F,69,G,F,P,4,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,153,190000,66546,72515,492,0,D,47,68,0,0,99,12,0,0,0,2,2,N,0,60,3,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
140,341,966,X,60,5000.0,17.9,UnSecured,11,2,168,H,Y,1,D,F,168,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,60000,0,72989,389,5,D,36,63,0,0,99,0,3,1,1,3,13,N,0,119,9,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
141,345,972,X,60,15000.0,7.4,UnSecured,21,4,408,H,Y,0,M,M,96,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,52000,117000,23603,643,0,D,70,0,0,0,99,0,0,0,0,1,25,N,0,237,5,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
142,350,877,A,60,5000.0,14.4,UnSecured,23,4,24,H,Y,3,S,F,71,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,131,108000,101184,105151,673,0,D,24,103,0,0,99,0,1,0,0,3,2,N,0,40,8,N,99,Life & CI                 ,1,714.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
143,353,828,C,60,7000.0,19.9,UnSecured,43,7,214,T,Y,1,S,F,82,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,120000,0,18989,299,0,D,49,0,0,0,99,2,1,1,0,4,17,N,0,190,7,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
147,363,1006,X,60,6500.0,8.9,UnSecured,44,8,360,H,Y,0,M,M,420,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,480,90000,15374,17584,121,0,D,57,17,0,0,99,0,2,0,0,1,25,N,0,23,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
149,371,953,X,60,13000.0,7.4,UnSecured,44,8,252,H,Y,3,M,M,102,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,384,91000,65000,7593,6,4,D,48,0,0,0,99,0,2,1,0,2,12,N,0,76,5,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
150,373,946,X,60,5000.0,9.9,UnSecured,46,8,54,T,Y,1,M,F,75,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,244,120000,0,14704,151,0,D,48,0,0,0,99,0,0,0,0,4,5,N,0,148,7,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
151,377,1050,X,60,10000.0,7.4,UnSecured,20,3,480,H,Y,0,M,M,48,R,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,540,180000,0,13992,165,0,D,69,0,0,0,99,0,0,0,0,0,26,N,0,140,9,N,99,Life & CI                 ,1,714.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
156,392,1004,X,60,8000.0,11.4,UnSecured,13,2,95,H,Y,2,M,M,180,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,180000,141347,170500,1193,5,D,38,144,0,0,99,125,0,0,0,2,7,N,0,281,4,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
157,394,855,B,48,4500.0,24.9,UnSecured,42,7,84,T,Y,0,S,F,96,D,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,168,120000,0,3691,0,0,D,43,0,0,0,99,0,0,0,0,1,5,N,0,37,6,N,99,Life & CI                 ,1,714.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
158,395,812,D,60,6500.0,18.9,UnSecured,24,4,15,H,Y,2,M,F,33,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,76000,67057,99875,618,4,D,35,69,0,0,99,0,0,0,0,5,1,N,0,329,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
159,401,834,C,60,4900.0,13.9,UnSecured,43,7,53,H,Y,1,D,F,24,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,110000,41980,71194,558,4,D,40,68,0,0,99,7,0,0,0,3,1,N,0,43,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
160,402,839,B,60,4500.0,17.9,UnSecured,42,7,428,H,Y,0,W,F,78,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,90,78000,69383,138508,1254,5,D,58,140,1,3,29,19,0,0,0,1,33,N,1,1,3,N,29,Single                    ,1,715.0,LASU,Single,1,0,0
161,404,950,X,60,6000.0,9.4,UnSecured,46,8,66,L,Y,0,S,M,63,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,TRUE ,TRUE,FALSE ,306,120000,0,27378,486,5,D,55,0,0,0,99,0,1,0,0,0,4,N,0,274,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
162,406,887,A,60,3000.0,29.9,UnSecured,23,4,391,H,Y,0,M,M,115,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,175,110000,0,3535,0,5,D,56,0,2,7,20,34,3,0,2,2,27,N,1,36,8,N,24,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
163,409,927,A,59,7500.0,10.9,UnSecured,38,6,105,H,Y,0,S,M,12,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,222,60000,20886,11009,0,0,D,42,0,0,0,99,2,0,0,0,1,1,N,0,111,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
164,412,821,C,36,1500.0,27.9,UnSecured,0,1,45,T,Y,2,M,M,43,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,40,120000,0,8517,0,0,D,31,0,0,0,99,0,0,0,0,1,2,N,0,86,4,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
165,414,1013,X,60,11000.0,7.4,UnSecured,12,2,204,H,Y,2,M,M,228,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,180,189000,25000,8683,0,0,D,47,0,0,0,99,0,0,0,0,1,16,N,0,87,3,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
166,415,953,X,60,5000.0,16.9,UnSecured,22,4,336,H,Y,0,M,F,108,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,TRUE  ,360,150000,10,11457,147,0,D,58,0,0,0,99,55,6,0,1,5,0,N,0,115,9,N,99,Single                    ,1,717.0,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
168,417,729,O,60,2500.0,44.9,UnSecured,45,8,300,H,Y,0,M,F,72,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,120000,54589,62411,600,0,D,50,56,0,0,99,0,6,6,9,5,24,N,0,79,6,N,99,Joint                     ,1,719.0,LASCI JOINT,Joint,0,1,0
169,419,953,X,60,6000.0,8.9,UnSecured,44,8,456,H,N,0,M,F,149,G,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,71000,62513,74802,1016,0,D,58,64,0,0,99,0,0,0,0,2,18,N,0,123,5,N,99,Single                    ,1,720.0,1st Cust - LASCI / 2nd Cust - LCI,Single,1,0,0
170,422,921,A,60,3000.0,18.9,UnSecured,13,2,122,H,Y,0,M,M,335,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,324,220000,188007,217732,2100,5,D,50,190,0,0,99,0,1,1,0,3,5,N,0,298,9,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
171,423,799,D,60,3000.0,26.9,UnSecured,36,6,108,T,Y,2,D,F,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,150,120000,0,7252,408,0,D,40,0,0,0,99,3,0,0,0,4,5,N,0,73,6,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
172,430,774,E,60,5000.0,35.9,UnSecured,11,2,195,H,Y,0,D,M,149,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,125,215000,118624,122967,582,0,D,39,120,3,42,8,60,2,2,0,9,8,N,1,44,7,N,8,Single                    ,1,715.0,LASU,Single,1,0,0
174,444,935,A,60,5000.0,13.9,UnSecured,47,8,120,H,Y,1,M,M,54,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,155000,92774,112647,1151,5,D,54,93,0,0,99,0,0,0,0,4,10,N,0,208,9,N,99,JOINT LIFE & CRITICA      ,1,769.0,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
175,446,924,A,120,16000.0,8.9,secured  ,36,6,238,H,Y,0,S,M,331,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,211,219000,65662,14106,0,4,D,64,0,0,0,99,42,3,0,1,3,17,N,0,142,3,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
176,447,703,R,36,3000.0,17.9,secured  ,36,6,72,H,N,3,D,M,96,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,137000,87932,87284,599,5,D,54,89,1,9,19,0,0,0,0,3,0,N,1,0,1,N,19,LASU                      ,1,750.0,LASU,Single,1,0,0
177,450,798,D,120,15000.0,16.9,secured  ,12,2,108,H,Y,0,M,M,60,S,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,348,219000,198739,1345,0,5,D,47,0,6,49,2,38,0,0,0,6,9,N,6,14,3,N,2,LASCI                     ,1,751.0,LASCI,Single,1,0,0
178,451,780,E,60,4000.0,25.9,UnSecured,8,2,23,H,Y,0,S,M,39,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,159,260000,239722,307905,1667,0,D,33,241,0,0,99,0,0,0,0,4,0,N,0,682,7,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
182,460,868,B,12,1000.0,26.9,UnSecured,12,2,276,H,Y,0,S,F,84,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,324,225000,28014,38545,937,5,D,50,35,0,0,99,12,1,0,0,4,2,N,0,48,9,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
183,462,747,F,60,3000.0,39.9,UnSecured,27,4,102,T,Y,3,S,F,36,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,246,120000,0,48,0,5,D,39,0,0,0,99,3,0,0,0,3,0,N,0,1,1,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
184,468,798,D,60,2500.0,24.9,UnSecured,41,7,156,T,Y,0,D,F,50,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,120000,0,1456,0,5,D,55,0,2,4,58,2,0,0,0,4,1,N,1,15,2,N,65,LASU                      ,1,750.0,LASU,Single,1,0,0
185,471,959,X,120,33000.0,6.9,secured  ,21,4,53,H,Y,0,S,F,39,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,159,231000,1200,24312,104,4,D,64,0,0,0,99,0,0,0,0,6,21,N,0,244,9,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
186,472,803,D,60,7650.0,17.9,UnSecured,21,4,41,H,Y,1,M,F,215,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,335,250000,0,18782,546,0,D,57,0,0,0,99,31,2,1,0,2,2,N,0,188,9,N,99,Joint                     ,1,716.0,LASU JOINT,Joint,0,1,0
190,481,890,A,60,8000.0,14.9,UnSecured,20,3,108,H,Y,1,M,F,30,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,360000,0,248039,2036,0,D,32,217,0,0,99,0,0,0,0,1,8,N,0,330,5,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
191,483,1002,X,36,2000.0,18.9,UnSecured,24,4,56,H,Y,0,S,M,217,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,217,117000,81707,104031,672,0,D,52,83,0,0,99,0,0,0,0,2,4,N,0,224,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
192,484,897,A,60,5500.0,11.9,UnSecured,41,7,72,H,Y,1,M,M,108,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,72,115000,28500,5835,0,0,D,31,0,1,14,69,0,0,0,0,1,6,N,1,59,2,N,69,Single                    ,1,715.0,LASU,Single,1,0,0
194,492,910,A,60,9000.0,12.9,UnSecured,18,3,216,H,Y,0,M,M,48,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,288,240000,126056,126056,775,5,D,55,128,2,27,38,297,0,0,0,4,18,N,0,1,2,N,99,LASCI                     ,1,751.0,LASCI,Single,1,0,0
196,494,810,D,60,5000.0,26.9,UnSecured,55,10,60,T,Y,0,S,F,2,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,120000,0,7196,0,5,D,23,0,0,0,99,0,0,0,0,4,3,N,0,72,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
198,507,777,E,60,3500.0,27.9,UnSecured,32,5,36,H,Y,0,S,F,99,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,99,140000,97869,114266,857,0,D,36,99,0,0,99,0,3,0,1,0,0,N,0,164,6,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
199,508,1010,X,60,11000.0,7.4,UnSecured,32,5,102,H,Y,4,M,M,252,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,144,260000,106005,150808,1262,0,D,46,116,0,0,99,0,1,0,0,6,8,N,0,368,9,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
200,514,951,X,60,12000.0,7.9,UnSecured,17,3,264,H,Y,0,M,M,144,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,180000,57356,64224,774,5,D,56,59,0,0,99,0,0,0,0,3,21,N,0,69,5,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
201,515,906,A,37,5000.0,12.9,UnSecured,44,8,243,T,Y,0,M,F,183,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,120,120000,0,3722,0,4,D,60,0,0,0,99,0,0,0,0,1,19,N,0,38,1,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
202,517,938,A,120,12000.0,13.4,secured  ,42,7,132,H,Y,2,M,M,42,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,120000,108000,4360,173,0,D,53,0,3,93,34,74,0,0,0,1,10,N,3,44,6,N,34,Joint                     ,1,719.0,LASCI JOINT,Joint,0,1,0
204,522,900,A,120,26000.0,9.9,secured  ,45,8,267,H,Y,0,M,M,24,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,121000,86703,113209,653,0,D,45,88,0,0,99,0,0,1,0,0,22,N,0,266,9,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
205,523,827,C,60,3500.0,26.9,UnSecured,27,4,444,L,Y,0,S,M,42,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,120000,0,395,0,5,D,39,0,1,18,34,41,0,0,0,3,3,N,1,4,3,N,34,LASU                      ,1,750.0,LASU,Single,1,0,0
210,535,927,A,60,5000.0,11.9,UnSecured,39,6,114,H,Y,2,S,F,42,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,TRUE ,TRUE,FALSE ,204,150000,70502,80569,816,5,D,42,72,0,0,99,0,0,0,0,3,0,N,0,101,8,N,99,Life & Critical Illn      ,1,748.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
211,537,896,A,96,7500.0,11.9,secured  ,44,8,80,H,Y,0,S,F,240,G,F,P,2,TRUE,TRUE ,TRUE ,FALSE,TRUE ,TRUE,FALSE ,248,103000,24107,28580,216,4,D,42,26,0,0,99,13,0,0,0,4,2,N,0,45,7,N,99,Single                    ,1,718.0,LASCI,Single,1,0,0
212,540,718,O,37,2000.0,29.9,UnSecured,47,8,10,H,Y,0,S,M,42,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,216,90000,88995,102679,755,5,D,39,99,0,0,99,0,0,0,0,9,0,N,0,57,9,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
217,548,1050,X,62,20700.0,7.9,secured  ,40,6,493,H,Y,0,M,M,224,R,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,236,129000,27207,48389,176,0,D,70,29,0,0,99,0,0,0,0,3,8,N,0,212,4,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
219,555,900,A,120,20100.0,8.9,secured  ,24,4,168,H,Y,0,M,M,17,P,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,305,92000,27854,56667,314,4,D,42,29,0,0,99,0,0,0,0,4,14,N,0,289,9,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
220,556,757,F,37,1000.0,44.9,UnSecured,43,7,187,H,Y,0,S,F,12,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,72,115000,91119,95207,619,5,D,44,93,0,0,99,29,4,4,2,2,15,N,0,41,3,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
221,557,953,X,60,5000.0,11.9,UnSecured,23,4,127,H,Y,1,M,F,22,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,180000,53230,53612,400,5,D,39,55,0,0,99,0,1,0,0,3,2,N,0,4,5,N,99,LASU                      ,1,750.0,LASU,Single,1,0,0
222,558,883,A,60,3500.0,21.9,UnSecured,24,4,50,H,N,0,S,F,36,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,110,92500,77335,90350,511,4,D,33,79,0,0,99,0,0,0,0,0,0,N,0,131,5,N,99,Single                    ,1,715.0,LASU,Single,1,0,0
225,566,637,S,32,2300.0,44.9,UnSecured,42,7,31,T,Y,2,S,F,148,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,148,120000,0,3071,20,0,D,36,0,1,3,29,3,1,2,0,4,1,N,1,31,9,N,29,Single                    ,1,715.0,LASU,Single,1,0,0
227,573,859,B,48,7650.0,15.9,UnSecured,59,11,18,T,N,0,M,M,115,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,223,120000,0,18278,97,0,D,49,0,0,0,99,0,0,0,0,2,1,N,0,183,6,N,99,Life & CI                 ,1,713.0,LIFE & CRITICAL ILLNESS,LCI,0,0,1
